pollutantCode,Facility_INSPIRE_ID,parentCompanyName,nameOfFeature,countryCode,NUTSRegionSourceCode,NUTSRegionSourceName,city,pointGeometryLat,pointGeometryLon,mainActivityCode,mainActivityName,reportingYear,totalPollutantQuantityKg,methodCode,methodName,rn,emissions_tco2,geometry
CO2,IT.CAED/481231006.FACILITY,Enipower S.p.A.,EniPower  stabilimento di Ravenna,IT,ITH57,Ravenna,RAVENNA,44.448611,12.236944,1(c),Thermal power stations and other combustion installations,2023,1802993000,C,Calculated: calculation method used,1,1802993,POINT (12.236944 44.448611)
CO2,IT.CAED/481231001.FACILITY,Enel Produzione S.p.A.,ENEL PRODUZIONE SPA - CENTRALE A CICLO COMBINATO DI PORTO CORSINI,IT,ITH57,Ravenna,RAVENNA,44.4844,12.2661,1(c),Thermal power stations and other combustion installations,2023,872178196,C,Calculated: calculation method used,1,872178.196,POINT (12.2661 44.4844)
CO2,HR.CAED/000000210.FACILITY,"Calucem d.o.o.,Calucem društvo s ograničenom odgovornošću za proizvodnju specijalnih cemenata",Proizvodnja aluminatnog cementa,HR,HR036,Istarska županija,Pula (Pola),44.86378,13.82722,3(c)(iii),Installations for the production of cement clinker or lime in other furnaces,2023,127000000,C,Calculated: calculation method used,1,127000,POINT (13.82722 44.86378)
CO2,IT.CAED/301761002.FACILITY,Enel Produzione S.p.A.,Impianto termoelettrico di Fusina,IT,ITH35,Venezia,VENEZIA,45.4313,12.2458,1(c),Thermal power stations and other combustion installations,2023,1664828882,C,Calculated: calculation method used,1,1664828.882,POINT (12.2458 45.4313)
CO2,IT.CAED/421242002.FACILITY,IREN ENERGIA S.P.A.,IREN ENERGIA SpA - Polo Energetico Hiroshima,IT,ITH53,Reggio nell’Emilia,REGGIO NELL'EMILIA,44.7,10.6167,1(c),Thermal power stations and other combustion installations,2023,143941000,C,Calculated: calculation method used,1,143941,POINT (10.6167 44.7)
CO2,IT.CAED/431222010.FACILITY,IREN AMBIENTE SPA,TERMOVALORIZZATORE - PAIP,IT,ITH52,Parma,PARMA,44.8382,10.3557,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2023,190786423.6,M,Measured: analytical method used,1,190786.42359999998,POINT (10.3557 44.8382)
CO2,IT.CAED/441221001.FACILITY,S.E.F. S.R.L. SOCIETA' ENIPOWER FERRARA S.R.L.,S.E.F. S.R.L. SOCIETA' ENIPOWER FERRARA S.R.L.,IT,ITH56,Ferrara,FERRARA,44.8499,11.5833,1(c),Thermal power stations and other combustion installations,2023,1073856962,C,Calculated: calculation method used,1,1073856.962,POINT (11.5833 44.8499)
CO2,IT.CAED/441242002.FACILITY,HERAMBIENTE S.P.A.,HERAMBIENTE Spa -Termovalorizzatore,IT,ITH56,Ferrara,FERRARA,44.8605,11.5535,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2023,146202000,M,Measured: analytical method used,1,146202,POINT (11.5535 44.8605)
CO2,IT.CAED/450352003.FACILITY,Cogenio S.r.l.,Cogenio - Centrale di Castelmassa,IT,ITH37,Rovigo,CASTELMASSA,45.019778,11.313167,1(c),Thermal power stations and other combustion installations,2023,138287000,E,Estimated,1,138287,POINT (11.313167 45.019778)
CO2,IT.CAED/460281001.FACILITY,A2A gencogas S.p.A.,A2A GENCOGAS - CENTRALE TERMOELETTRICA SERMIDE,IT,ITC4B,Mantova,SERMIDE,45.0297,11.2511,1(c),Thermal power stations and other combustion installations,2023,546274500,E,Estimated,1,546274.5,POINT (11.2511 45.0297)
CO2,IT.CAED/400351001.FACILITY,EP Produzione S.p.A.,Centrale termoelettrica di Ostiglia,IT,ITC4B,Mantova,OSTIGLIA,45.0593,11.1387,1(c),Thermal power stations and other combustion installations,2023,998587643.2,C,Calculated: calculation method used,1,998587.6432,POINT (11.1387 45.0593)
CO2,IT.CAED/461001002.FACILITY,Versalis S.p.A.,Stabilimento di Mantova,IT,ITC4B,Mantova,MANTOVA,45.1457,10.8376,4(a),"Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.",2023,128526890,C,Calculated: calculation method used,1,128526.89,POINT (10.8376 45.1457)
CO2,IT.CAED/461001003.FACILITY,EniPower Mantova S.p.A.,EniPower Mantova S.p.A.,IT,ITC4B,Mantova,MANTOVA,45.149,10.8354,1(c),Thermal power stations and other combustion installations,2023,1844632196,C,Calculated: calculation method used,1,1844632.196,POINT (10.8354 45.149)
CO2,IT.CAED/350432003.FACILITY,CONFIDENTIAL,BUZZI UNICEM SRL,IT,ITH36,Padova,CONFIDENTIAL,45.2542,11.7517,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,349657249,C,Calculated: calculation method used,1,349657.249,POINT (11.7517 45.2542)
CO2,HR.CAED/000000025.FACILITY,HEP-PROIZVODNJA d.o.o.,TE-TO Sisak,HR,HR028,Sisačko-moslavačka županija,Sisak-Caprag,45.45562,16.41377,1(c),Thermal power stations and other combustion installations,2024,455000000,C,Calculated: calculation method used,1,455000,POINT (16.41377 45.45562)
CO2,HR.CAED/000000223.FACILITY,"INA-Industrija nafte, d.d.","INA d.d. Istr. i proizv. NiP, Proizvodna jedinica-procesi, Objekti frakcionacije Ivanić Grad",HR,HR065,Zagrebačka županija,Ivanić-Grad,45.71722,16.39852,1(a),Mineral oil and gas refineries,2024,111000000,C,Calculated: calculation method used,1,111000,POINT (16.39852 45.71722)
CO2,HR.CAED/000000028.FACILITY,HEP-PROIZVODNJA d.o.o.,TE-TO Zagreb,HR,HR050,Grad Zagreb,Zagreb,45.78393,16.01502,1(c),Thermal power stations and other combustion installations,2024,827000000,C,Calculated: calculation method used,1,827000,POINT (16.01502 45.78393)
CO2,HR.CAED/000000033.FACILITY,HEP-PROIZVODNJA d.o.o.,EL-TO Zagreb,HR,HR050,Grad Zagreb,Zagreb,45.80881,15.94858,1(c),Thermal power stations and other combustion installations,2024,152000000,C,Calculated: calculation method used,1,152000,POINT (15.94858 45.80881)
CO2,SI.ARSO/000000018.FACILITY,"Energetika Ljubljana, d.o.o.","Energetika Ljubljana, (Lokacija Toplarniška)",SI,SI041,Osrednjeslovenska,Ljubljana,46.057961,14.545125,1(c),Thermal power stations and other combustion installations,2024,397099000,C,Calculated: calculation method used,1,397099,POINT (14.545125 46.057961)
CO2,SI.ARSO/000000017.FACILITY,"Termoelektrarna Šoštanj, d.o.o.",Termoelektrarna Šoštanj,SI,SI034,Savinjska,Šoštanj,46.372286,15.053442,1(c),Thermal power stations and other combustion installations,2024,3141872000,C,Calculated: calculation method used,1,3141872,POINT (15.053442 46.372286)
CO2,AT.CAED/9008391745020.FACILITY,w&p GmbH,Alpacem Zement Austria GmbH,AT,AT213,Unterkärnten,Wietersdorf,46.849889,14.533667,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2024,399000000,C,Calculated: calculation method used,1,399000,POINT (14.533667 46.849889)
CO2,IT.CAED/301761001.FACILITY,Edison S.p.A. - Marghera Levante,CENTRALE TERMOELETTRICA DI MARGHERA LEVANTE,IT,ITH35,Venezia,VENEZIA,45.4458,12.2549,1(c),Thermal power stations and other combustion installations,2023,753219000,C,Calculated: calculation method used,1,753219,POINT (12.2549 45.4458)
CO2,IT.CAED/301751001.FACILITY,Eni S.p.A.,Raffineria di Venezia,IT,ITH35,Venezia,VENEZIA,45.4594,12.2667,4(a),"Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.",2023,295889970,C,Calculated: calculation method used,1,295889.97,POINT (12.2667 45.4594)
CO2,IT.CAED/341472001.FACILITY,HestAmbiente S.r.l.,HESTAMBIENTE S.R.L.,IT,ITH44,Trieste,Trieste,45.6111,13.7994,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2023,207266760,M,Measured: analytical method used,1,207266.76,POINT (13.7994 45.6111)
CO2,IT.CAED/340741001.FACILITY,A2A Energiefuture S.p.A.,Centrale Termoelettrica di Monfalcone,IT,ITH43,Gorizia,MONFALCONE,45.7969,13.5455,1(c),Thermal power stations and other combustion installations,2023,305627000,C,Calculated: calculation method used,1,305627,POINT (13.5455 45.7969)
CO2,IT.CAED/310583183.FACILITY,FORNACI CALCE GRIGOLIN SPA,STABILIMENTO DI PONTE DELLA PRIULA,IT,ITH34,Treviso,SUSEGANA,45.815833,12.259722,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,192233000,C,Calculated: calculation method used,1,192233,POINT (12.259722 45.815833)
CO2,IT.CAED/330501001.FACILITY,Edison S.p.A.,CENTRALE TERMOELETTRICA DI TORVISCOSA,IT,ITH42,Udine,TORVISCOSA,45.8169,13.2897,1(c),Thermal power stations and other combustion installations,2023,1268838000,C,Calculated: calculation method used,1,1268838,POINT (13.2897 45.8169)
CO2,IT.CAED/310402007.FACILITY,INDUSTRIA CEMENTI GIOVANNI ROSSI S.p.A.,CEMENTERIA DI PEDEROBBA,IT,ITH34,Treviso,PEDEROBBA,45.877777,11.966666,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,332973000,C,Calculated: calculation method used,1,332973,POINT (11.966666 45.877777)
CO2,SI.ARSO/000000011.FACILITY,"Alpacem Cement, d.d.",Alpacem Cement Anhovo,SI,SI043,Goriška,Deskle,46.06865,13.628036,3(c)(i),Installations for the production of cement clinker in rotary kilns,2024,684374000,C,Calculated: calculation method used,1,684374,POINT (13.628036 46.06865)
CO2,IT.CAED/330922001.FACILITY,Cementizillo SpA,Cementeria di Fanna,IT,ITH41,Pordenone,FANNA,46.1778,12.7394,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,423066010,C,Calculated: calculation method used,1,423066.01,POINT (12.7394 46.1778)
CO2,IT.CAED/351272002.FACILITY,HestAmbiente SrL,Impianto di Termovalorizzazione di San Lazzaro (PD),IT,ITH36,Padova,PADOVA,45.4083,11.9231,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2023,206634702.8,M,Measured: analytical method used,1,206634.7028,POINT (11.9231 45.4083)
CO2,IT.CAED/250182006.FACILITY,FASSA SRL,UNITA' PRODUTTIVA DI MONTICHIARI,IT,ITC47,Brescia,MONTICHIARI,45.4594,10.3316,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,203439000,E,Estimated,1,203439,POINT (10.3316 45.4594)
CO2,IT.CAED/250862002.FACILITY,HM ITALIA CEMENTI SPA,HM ITALIA CEMENTI SPA,IT,ITC47,Brescia,REZZATO,45.5153,10.3444,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,808186000,C,Calculated: calculation method used,1,808186,POINT (10.3444 45.5153)
CO2,IT.CAED/251342001.FACILITY,ALFA ACCIAI SPA,ALFA ACCIAI SPA,IT,ITC47,Brescia,BRESCIA,45.5333,10.2269,2(a),Metal ore (including sulphide ore) roasting or sintering installations,2023,116682000,M,Measured: analytical method used,1,116682,POINT (10.2269 45.5333)
CO2,IT.CAED/370202003.FACILITY,VILCA SPA,STABILIMENTO DI CERAINO DI DOLCE',IT,ITH31,Verona,DOLCE',45.5792,10.8333,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,145472000,E,Estimated,1,145472,POINT (10.8333 45.5792)
CO2,IT.CAED/240602021.FACILITY,Italsacci S.p.A. (ex Cementirsacci S.p.A.),Stabilimento di Tavernola Bergamasca,IT,ITC46,Bergamo,TAVERNOLA BERGAMASCA,45.7167,10.0333,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,195292000,C,Calculated: calculation method used,1,195292,POINT (10.0333 45.7167)
CO2,IT.CAED/380662001.FACILITY,ALTO GARDA POWER S.R.L.,ALTO GARDA POWER S.R.L.,IT,ITH20,Trento,Riva Del Garda,45.887,10.853472,1(c),Thermal power stations and other combustion installations,2023,166830700,C,Calculated: calculation method used,1,166830.7,POINT (10.853472 45.887)
CO2,IT.CAED/380722001.FACILITY,Italcementi S.p.A.,Italcementi di Madruzzo,IT,ITH20,Trento,MADRUZZO,46.040556,10.963889,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,101326000,C,Calculated: calculation method used,1,101326,POINT (10.963889 46.040556)
CO2,IT.CAED/391002004.FACILITY,eco center SpA,Termovalorizzatore rifiuti residui di Bolzano,IT,ITH10,Bolzano-Bozen,BOLZANO,46.4674,11.3079,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2023,150544000,M,Measured: analytical method used,1,150544,POINT (11.3079 46.4674)
CO2,ES.CAED/006236000.FACILITY,"ENDESA GENERACIÓN, S.A.",CENTRAL DIESEL CEUTA,ES,ES630,Ceuta,CEUTA,35.89,-5.32,1(c),Thermal power stations and other combustion installations,2024,127000000,C,Calculated: calculation method used,1,127000,POINT (-5.32 35.89)
CO2,ES.CAED/008330000.FACILITY,REPSOL GENERACION CICLOS COMBINADOS S.L.U.,CENTRAL TÉRMICA DE CICLO COMBINADO BAHÍA DE ALGECIRAS,ES,ES612,Cádiz,PUENTE MAYORGA,36.18,-5.39,1(c),Thermal power stations and other combustion installations,2024,475000000,C,Calculated: calculation method used,1,475000,POINT (-5.39 36.18)
CO2,ES.CAED/003531000.FACILITY,CENTRAL TÈRMICA DE CERCS,CENTRAL TÉRMICA LOS BARRIOS,ES,ES612,Cádiz,"Barrios, Los",36.183696,-5.418414,1(c),Thermal power stations and other combustion installations,2024,233000000,C,Calculated: calculation method used,1,233000,POINT (-5.418414 36.183696)
CO2,ES.CAED/009575000.FACILITY,"GENERACIÓN CARTEIA, S.L.U.",CENTRAL TÉRMICA DE CICLO COMBINADO DE GIBRALTAR (G20),ES,ES612,Cádiz,PUENTE MAYORGA,36.185,-5.391,1(c),Thermal power stations and other combustion installations,2024,169000000,C,Calculated: calculation method used,1,169000,POINT (-5.391 36.185)
CO2,ES.CAED/009567000.FACILITY,NATURGY CICLOS COMBINADOS S.L.,CCC CAMPO DE GIBRALTAR GRUPO 10,ES,ES612,Cádiz,PUENTE MAYORGA,36.185373,-5.391025,1(c),Thermal power stations and other combustion installations,2024,159000000,C,Calculated: calculation method used,1,159000,POINT (-5.391025 36.185373)
CO2,ES.CAED/001479000.FACILITY,"COMPAÑÍA ESPAÑOLA DE PETRÓLEOS, S.A.",REFINERÍA GIBRALTAR,ES,ES612,Cádiz,San Roque,36.185634,-5.39647,1(a),Mineral oil and gas refineries,2024,1420000000,C,Calculated: calculation method used,1,1420000,POINT (-5.39647 36.185634)
CO2,ES.CAED/001592000.FACILITY,"CEPSA QUÍMICA, S.A.",FÁBRICA DE PUENTE DE MAYORGA (CEPSA QUÍMICA),ES,ES612,Cádiz,SAN ROQUE,36.189644,-5.395147,4(a)(i),"Chemical installations for the production on an industrial scale of basic organic chemicals: Simple hydrocarbons (linear or cyclic, saturated or unsaturated, aliphatic or aromatic)",2024,261000000,C,Calculated: calculation method used,1,261000,POINT (-5.395147 36.189644)
CO2,ES.CAED/008329000.FACILITY,CEPSA GAS Y ELECTRICIDAD SA,COGENERACIÓN DE LUBRISUR (DETISA),ES,ES612,Cádiz,PUENTE MAYORGA,36.19,-5.39,1(c),Thermal power stations and other combustion installations,2024,207000000,C,Calculated: calculation method used,1,207000,POINT (-5.39 36.19)
CO2,ES.CAED/005514000.FACILITY,"ENDESA GENERACIÓN, S.A.",CENTRAL TÉRMICA CICLO COMBINADO SAN ROQUE GRUPO 2,ES,ES612,Cádiz,SAN ROQUE,36.199789,-5.412848,1(c),Thermal power stations and other combustion installations,2024,526000000,C,Calculated: calculation method used,1,526000,POINT (-5.412848 36.199789)
CO2,ES.CAED/005509000.FACILITY,NATURGY CICLOS COMBINADOS S.L.,SAN ROQUE GRUPO 1,ES,ES612,Cádiz,San Roque,36.199789,-5.412848,1(c),Thermal power stations and other combustion installations,2023,169000000,C,Calculated: calculation method used,1,169000,POINT (-5.412848 36.199789)
CO2,ES.CAED/000538000.FACILITY,"GENERACIÓN ELÉCTRICA PENINSULAR, S.A. (COGENERACION)",COGENERACIÓN GETESA (FÁBRICA DE GUADARRANQUE),ES,ES612,Cádiz,San Roque,36.205306,-5.407446,1(c),Thermal power stations and other combustion installations,2024,178000000,C,Calculated: calculation method used,1,178000,POINT (-5.407446 36.205306)
CO2,ES.CAED/000534000.FACILITY,"GENERACIÓN ELÉCTRICA PENINSULAR, S.A. (COGENERACION)",GEPESA (GEGSA I Y II),ES,ES612,Cádiz,San Roque,36.21002,-5.385402,1(c),Thermal power stations and other combustion installations,2024,169000000,C,Calculated: calculation method used,1,169000,POINT (-5.385402 36.21002)
CO2,ES.CAED/005989000.FACILITY,"IBERDROLA GENERACION, S.A.U.",CENTRAL CICLO COMBINADO ARCOS DE LA FRONTERA,ES,ES612,Cádiz,Arcos de la Frontera,36.675206,-5.815155,1(c),Thermal power stations and other combustion installations,2024,522000000,C,Calculated: calculation method used,1,522000,POINT (-5.815155 36.675206)
CO2,ES.CAED/006240000.FACILITY,"ENDESA GENERACIÓN, S.A.",CENTRAL DIESEL DE MELILLA,ES,ES640,Melilla,MELILLA,35.290441,-2.937943,1(c),Thermal power stations and other combustion installations,2023,135000000,C,Calculated: calculation method used,1,135000,POINT (-2.937943 35.290441)
CO2,ES.CAED/002377000.FACILITY,"COGENERACIÓN MOTRIL, S.A.","COGENERACIÓN MOTRIL, S.A.",ES,ES614,Granada,Motril,36.733447,-3.541294,1(c),Thermal power stations and other combustion installations,2024,105000000,C,Calculated: calculation method used,1,105000,POINT (-3.541294 36.733447)
CO2,ES.CAED/001573000.FACILITY,HOLCIM ESPAÑA SAU,FÁBRICA DE CARBONERAS (LAFARGEHOLCIM ESPAÑA SAU),ES,ES611,Almería,CARBONERAS,36.9665,-1.9029,3(c)(i),Installations for the production of cement clinker in rotary kilns,2024,749000000,C,Calculated: calculation method used,1,749000,POINT (-1.9029 36.9665)
CO2,ES.CAED/003589000.FACILITY,"IBERDROLA GENERACION TERMICA, S.L",CENTRAL TÉRMICA DE ESCOMBRERAS,ES,ES620,Murcia,CARTAGENA,37.564802,-0.952502,1(c),Thermal power stations and other combustion installations,2024,298000000,C,Calculated: calculation method used,1,298000,POINT (-0.952502 37.564802)
CO2,ES.CAED/006515000.FACILITY,"ENGIE CARTAGENA, S.L.","ENGIE CARTAGENA, S.L.",ES,ES620,Murcia,ESCOMBRERAS,37.570458,-0.946256,1(c),Thermal power stations and other combustion installations,2024,282000000,C,Calculated: calculation method used,1,282000,POINT (-0.946256 37.570458)
CO2,ES.CAED/006644000.FACILITY,NATURGY CICLOS COMBINADOS S.L.,CENTRAL TERMICA DE CICLO COMBINADO DE CARTAGENA,ES,ES620,Murcia,ESCOMBRERAS,37.573222,-0.939224,1(c),Thermal power stations and other combustion installations,2024,928000000,C,Calculated: calculation method used,1,928000,POINT (-0.939224 37.573222)
CO2,ES.CAED/001529000.FACILITY,"REPSOL PETROLEO, S.A.","REPSOL PETRÓLEO, S.A. - C.I. CARTAGENA",ES,ES620,Murcia,CARTAGENA,37.622214,-0.982184,1(a),Mineral oil and gas refineries,2024,2520000000,C,Calculated: calculation method used,1,2520000,POINT (-0.982184 37.622214)
CO2,ES.CAED/003896000.FACILITY,ECOCARBURANTES ESPAÑOLES,ECOCARBURANTES ESPAÑOLES,ES,ES620,Murcia,CARTAGENA,37.65789,-0.924361,4(a)(i),"Chemical installations for the production on an industrial scale of basic organic chemicals: Simple hydrocarbons (linear or cyclic, saturated or unsaturated, aliphatic or aromatic)",2024,171000000,E,Estimated,1,171000,POINT (-0.924361 37.65789)
CO2,ES.CAED/007945000.FACILITY,COMPAÑÍA ENERGETICA DE LINARES S.L.,PLANTA DE TRATAMIENTO INTEGRAL DEL ALPERUJO EN LINARES,ES,ES616,Jaén,LINARES,38.083,-3.633,1(c),Thermal power stations and other combustion installations,2024,189000000,C,Calculated: calculation method used,1,189000,POINT (-3.633 38.083)
CO2,ES.CAED/005513000.FACILITY,"ENERGÍA DE LA LOMA, S.A.","ENERGÍA DE LA LOMA, S.A.",ES,ES616,Jaén,VILLANUEVA DEL ARZOBISPO,38.167304,-3,1(c),Thermal power stations and other combustion installations,2024,134000000,C,Calculated: calculation method used,1,134000,POINT (-3 38.167304)
CO2,ES.CAED/001512000.FACILITY,"VOTORANTIM CEMENTOS ESPAÑA, S.A.","FÁBRICA DE CEMENTOS DE MÁLAGA (VOTORANTIM CEMENTOS ESPAÑA, S.A.)",ES,ES617,Málaga,MALAGA,36.716601,-4.326742,3(c)(i),Installations for the production of cement clinker in rotary kilns,2024,613000000,C,Calculated: calculation method used,1,613000,POINT (-4.326742 36.716601)
CO2,ES.CAED/008068000.FACILITY,NATURGY CICLOS COMBINADOS S.L.,CENTRAL DE CICLO COMBINADO DE MÁLAGA,ES,ES617,Málaga,CAMPANILLAS,36.75,-4.56,1(c),Thermal power stations and other combustion installations,2024,209000000,C,Calculated: calculation method used,1,209000,POINT (-4.56 36.75)
CO2,ES.CAED/002344000.FACILITY,"ANDALUZA DE CALES, S.A.","ANDALUZA DE CALES, S.A.",ES,ES618,Sevilla,Morón de la Frontera,37.100491,-5.480688,3(c)(iii),Installations for the production of cement clinker or lime in other furnaces,2024,153000000,C,Calculated: calculation method used,1,153000,POINT (-5.480688 37.100491)
CO2,ES.CAED/005203000.FACILITY,"OLEÍCOLA EL TEJAR NUESTRA SEÑORA DE ARACELI, S.C.A.","COMPLEJO DE PALENCIANA (OLEÍCOLA EL TEJAR NUESTRA SEÑORA DE ARACELI, S.C.A.)",ES,ES613,Córdoba,Palenciana,37.240991,-4.57027,1(c),Thermal power stations and other combustion installations,2024,105000000,C,Calculated: calculation method used,1,105000,POINT (-4.57027 37.240991)
CO2,ES.CAED/003564000.FACILITY,CALGOV S.A.,"CALGOV, S.A.",ES,ES618,Sevilla,Estepa,37.274125,-4.857662,3(c)(iii),Installations for the production of cement clinker or lime in other furnaces,2024,103000000,C,Calculated: calculation method used,1,103000,POINT (-4.857662 37.274125)
CO2,ES.CAED/005986000.FACILITY,"BIOENERGÍA SANTAMARÍA, S.A.","BIOENERGÍA SANTAMARÍA, S.A.",ES,ES613,Córdoba,Lucena,37.361209,-4.500743,1(c),Thermal power stations and other combustion installations,2024,189000000,C,Calculated: calculation method used,1,189000,POINT (-4.500743 37.361209)
CO2,ES.CAED/006333000.FACILITY,"COMPAÑÍA ENERGÉTICA DE PATA DE MULO, S.L.","COMPAÑÍA ENERGÉTICA DE PATA DE MULO, S.L.",ES,ES613,Córdoba,Puente Genil,37.451988,-4.810097,1(c),Thermal power stations and other combustion installations,2024,195000000,C,Calculated: calculation method used,1,195000,POINT (-4.810097 37.451988)
CO2,ES.CAED/006329000.FACILITY,"BIOENERGÉTICA EGABRENSE, S.A.","BIOENERGÉTICA EGABRENSE, S.A.",ES,ES613,Córdoba,Cabra,37.473165,-4.491705,1(c),Thermal power stations and other combustion installations,2024,140000000,C,Calculated: calculation method used,1,140000,POINT (-4.491705 37.473165)
CO2,ES.CAED/004984000.FACILITY,"AGROENERGÉTICA DE BAENA, S.L.","AGROENERGÉTICA DE BAENA, S.L.",ES,ES613,Córdoba,Baena,37.60976,-4.295953,1(c),Thermal power stations and other combustion installations,2024,258000000,C,Calculated: calculation method used,1,258000,POINT (-4.295953 37.60976)
CO2,ES.CAED/010852000.FACILITY,"ENCE ENERGÍA PUERTOLLANO, S.L.U.",PLANTA BIOMASA DE 50 MWE,ES,ES422,Ciudad Real,Puertollano,38.6212,-3.98806,1(c),Thermal power stations and other combustion installations,2024,177000000,C,Calculated: calculation method used,1,177000,POINT (-3.98806 38.6212)
CO2,ES.CAED/001528000.FACILITY,"REPSOL PETROLEO, S.A.",REPSOL PETROLEO S.A.,ES,ES422,Ciudad Real,Puertollano,38.672,-4.0497,1(a),Mineral oil and gas refineries,2024,1300000000,C,Calculated: calculation method used,1,1300000,POINT (-4.0497 38.672)
CO2,ES.CAED/002586000.FACILITY,"CEMEX ESPAÑA OPERACIONES, S.L.U.",CEMEX ESPAÑA-ALICANTE (CEMENTO BLANCO),ES,ES521,Alicante/Alacant,ALICANTE/ALACANT,38.378608,-0.541845,3(c)(i),Installations for the production of cement clinker in rotary kilns,2024,584000000,C,Calculated: calculation method used,1,584000,POINT (-0.541845 38.378608)
CO2,ES.CAED/000135000.FACILITY,GAS Y ELECTRICIDAD GENERACIÓN,C.D.E. EIVISSA,ES,ES531,Eivissa y Formentera,EIVISSA,38.919048,1.4315,1(c),Thermal power stations and other combustion installations,2024,189000000,C,Calculated: calculation method used,1,189000,POINT (1.4315 38.919048)
CO2,ES.CAED/010549000.FACILITY,"ALVINESA NATURAL INGREDIENTS, S.A.",PLANTA DE DESTILACIÓN DE ALCOHOL,ES,ES422,Ciudad Real,Daimiel,39.0224,-3.58229,1(c),Thermal power stations and other combustion installations,2024,106000000,C,Calculated: calculation method used,1,106000,POINT (-3.58229 39.0224)
CO2,ES.CAED/004774000.FACILITY,"MOSTOS VINOS Y ALCOHOLES, S.A.",MOSTOS VINOS Y ALCOHOLES S.A. (MOVIALSA),ES,ES422,Ciudad Real,CAMPO DE CRIPTANA,39.3954,-3.1176,1(c),Thermal power stations and other combustion installations,2023,117000000,C,Calculated: calculation method used,1,117000,POINT (-3.1176 39.3954)
CO2,ES.CAED/002580000.FACILITY,"CIMSA CEMENTOS ESPAÑA, SAU","CIMSA CEMENTOS ESPAÑA, SAU",ES,ES523,Valencia/València,Buñol,39.437751,-0.776613,3(c)(i),Installations for the production of cement clinker in rotary kilns,2024,175000000,C,Calculated: calculation method used,1,175000,POINT (-0.776613 39.437751)
