pollutantCode,Facility_INSPIRE_ID,parentCompanyName,nameOfFeature,countryCode,NUTSRegionSourceCode,NUTSRegionSourceName,city,pointGeometryLat,pointGeometryLon,mainActivityCode,mainActivityName,reportingYear,totalPollutantQuantityKg,methodCode,methodName,rn,emissions_tco2,geometry
CO2,ES.CAED/000141000.FACILITY,HOLCIM ESPAÑA SAU,HOLCIM ESPAÑA SAU,ES,ES523,Valencia/València,PUERTO (EL),39.666318,-0.245249,3(c)(i),Installations for the production of cement clinker in rotary kilns,2024,648000000,M,Measured: analytical method used,1,648000,POINT (-0.245249 39.666318)
CO2,ES.CAED/007150000.FACILITY,NATURGY CICLOS COMBINADOS S.L.,"NATURGY CICLOS COMBINADOS, S.L.",ES,ES523,Valencia/València,PUERTO (EL),39.677606,-0.279673,1(c),Thermal power stations and other combustion installations,2024,761000000,C,Calculated: calculation method used,1,761000,POINT (-0.279673 39.677606)
CO2,ES.CAED/003587000.FACILITY,"IBERDROLA GENERACION TERMICA, S.L","IBERDROLA GENERACION TERMICA, S.L",ES,ES522,Castellón/Castelló,Castellón de la Plana/Castelló de la Plana,39.957654,-0.00573,1(c),Thermal power stations and other combustion installations,2024,428000000,C,Calculated: calculation method used,1,428000,POINT (-0.00573 39.957654)
CO2,ES.CAED/000704000.FACILITY,"BP ENERGÍA ESPAÑA, S.A.","BP ENERGÍA ESPAÑA, S.A.",ES,ES522,Castellón/Castelló,GRAO,39.976742,0.014574,1(a),Mineral oil and gas refineries,2024,1210000000,C,Calculated: calculation method used,1,1210000,POINT (0.014574 39.976742)
CO2,ES.CAED/002578000.FACILITY,"CEMEX ESPAÑA OPERACIONES, S.L.U.",CEMEX ESPAÑA OPERACIONES (ALCANAR),ES,ES514,Tarragona,Alcanar,40.578911,0.545266,3(c)(i),Installations for the production of cement clinker in rotary kilns,2024,592000000,C,Calculated: calculation method used,1,592000,POINT (0.545266 40.578911)
CO2,ES.CAED/002468000.FACILITY,TARRAGONA POWER S.L.,TARRAGONA POWER,ES,ES514,Tarragona,"Canonja, La",41.105973,1.171925,1(c),Thermal power stations and other combustion installations,2024,210000000,C,Calculated: calculation method used,1,210000,POINT (1.171925 41.105973)
CO2,ES.CAED/001527000.FACILITY,"REPSOL PETROLEO, S.A.",REPSOL REFINERIA TARRAGONA,ES,ES514,Tarragona,"Pobla de Mafumet, La",41.173678,1.227106,1(a),Mineral oil and gas refineries,2023,2030000000,C,Calculated: calculation method used,1,2030000,POINT (1.227106 41.173678)
CO2,ES.CAED/002716000.FACILITY,"DOW CHEMICAL IBÉRICA, S.L.",DOW CHEMICAL IBERICA (DOW NORD),ES,ES514,Tarragona,"Pobla de Mafumet, La",41.178667,1.220202,4(a)(viii),"Chemical installations for the production on an industrial scale of basic organic chemicals: Basic plastic materials (polymers, synthetic fibres and cellulose-based fibres)",2024,920000000,C,Calculated: calculation method used,1,920000,POINT (1.220202 41.178667)
CO2,ES.CAED/001562000.FACILITY,"REPSOL QUIMICA, S.A.",REPSOL QUIMICA,ES,ES514,Tarragona,"Pobla de Mafumet, La",41.194305,1.226122,4(a)(i),"Chemical installations for the production on an industrial scale of basic organic chemicals: Simple hydrocarbons (linear or cyclic, saturated or unsaturated, aliphatic or aromatic)",2024,777000000,C,Calculated: calculation method used,1,777000,POINT (1.226122 41.194305)
CO2,ES.CAED/002112000.FACILITY,REPSOL GENERACION CICLOS COMBINADOS S.L.U.,CENTRAL DE ESCATRON,ES,ES243,Zaragoza,ESCATRON,41.296097,-0.337601,1(c),Thermal power stations and other combustion installations,2024,350000000,C,Calculated: calculation method used,1,350000,POINT (-0.337601 41.296097)
CO2,ES.CAED/003036000.FACILITY,"CEMENTOS PORTLAND VALDERRIVAS, S.A.",CEMENTOS PORTLAND VALDERRIVAS (SANTA MARGARIDA I ELS MONJOS),ES,ES511,Barcelona,Santa Margarida i els Monjos,41.314665,1.663019,3(c)(i),Installations for the production of cement clinker in rotary kilns,2024,928000000,C,Calculated: calculation method used,1,928000,POINT (1.663019 41.314665)
CO2,IT.CAED/090181001.FACILITY,Saras S.p.a,Sarlux srl,IT,ITG2F,Cagliari,SARROCH,39.0971,9.0113,1(a),Mineral oil and gas refineries,2023,5603436984,C,Calculated: calculation method used,1,5603436.984300001,POINT (9.0113 39.0971)
CO2,IT.CAED/090101001.FACILITY,Enel Produzione S.p.A.,"Enel Produzione S.p.A. - Centrale Sulcis ""Grazia Deledda""",IT,ITG2H,Sud Sardegna,PORTOSCUSO,39.1962,8.4008,1(c),Thermal power stations and other combustion installations,2023,1239364910,E,Estimated,1,1239364.91,POINT (8.4008 39.1962)
CO2,IT.CAED/090203012.FACILITY,Heidelberg Materials Italia Cementi SpA (ex Italcementi di Samatzai),Heidelberg Materials Italia Cementi SpA (ex Italcementi di Samatzai),IT,ITG2H,Sud Sardegna,Samatzai,39.469722,9.024167,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,129774000,C,Calculated: calculation method used,1,129774,POINT (9.024167 39.469722)
CO2,IT.CAED/080292001.FACILITY,BUZZI UNICEM SPA,CEMENTERIA DI SINISCOLA,IT,ITG2E,Nuoro,SINISCOLA,40.5425,9.7192,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,149275537,C,Calculated: calculation method used,1,149275.537,POINT (9.7192 40.5425)
CO2,FR.CAED/12029.FACILITY,SOCIÉTÉ ANONYME,ELECTRICITE DE FRANCE,FR,FRM01,Corse-du-Sud,AJACCIO,41.9305,8.75774,1(c),Thermal power stations and other combustion installations,2024,258000000,C,Calculated: calculation method used,1,258000,POINT (8.75774 41.9305)
CO2,FR.CAED/12044.FACILITY,SAS,EDF PRODUCTION ELECTRIQUE INSULAIRE SAS,FR,FRM02,Haute-Corse,LUCCIANA,42.52691,9.4464,1(c),Thermal power stations and other combustion installations,2024,324000000,C,Calculated: calculation method used,1,324000,POINT (9.4464 42.52691)
CO2,IT.CAED/170471001.FACILITY,TIRRENO POWER S.p.A.,Centrale Vado Ligure,IT,ITC32,Savona,QUILIANO,44.2766,8.4308,1(c),Thermal power stations and other combustion installations,2023,348263300,C,Calculated: calculation method used,1,348263.3,POINT (8.4308 44.2766)
CO2,IT.CAED/160121001.FACILITY,IPLOM S.p.A,Iplom S.p.A - Raffineria di Busalla,IT,ITC33,Genova,BUSALLA,44.5752,8.9466,1(a),Mineral oil and gas refineries,2023,252794436,C,Calculated: calculation method used,1,252794.436,POINT (8.9466 44.5752)
CO2,IT.CAED/290102006.FACILITY,BUZZI UNICEM SPA - SENZA VINCOLI DI RAPPRESENTAZIONE GRAFICA,BUZZI UNICEM S.p.A.,IT,ITH51,Piacenza,VERNASCA,44.7667,9.81,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,488155336,C,Calculated: calculation method used,1,488155.336,POINT (9.81 44.7667)
CO2,IT.CAED/151222008.FACILITY,CONFIDENTIAL,Solvay Specialty Polymers Italy S.p.A. - Stabilimento di Spinetta Marengo - Centrale termoelettrica,IT,ITC18,Alessandria,CONFIDENTIAL,44.8856,8.6697,1(c),Thermal power stations and other combustion installations,2023,130393000,M,Measured: analytical method used,1,130393,POINT (8.6697 44.8856)
CO2,IT.CAED/070461001.FACILITY,Fiume Santo S.p.A.,Centrale Fiume Santo,IT,ITG2D,Sassari,PORTO TORRES,40.8516,8.2991,1(c),Thermal power stations and other combustion installations,2023,2276654000,C,Calculated: calculation method used,1,2276654,POINT (8.2991 40.8516)
CO2,FR.CAED/7447.FACILITY,VALOMED,VALOMED,FR,FRL03,Alpes-Maritimes,ANTIBES,43.59961,7.06537,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2024,127000000,E,Estimated,1,127000,POINT (7.06537 43.59961)
CO2,FR.CAED/7444.FACILITY,VICAT SA,VICAT,FR,FRL03,Alpes-Maritimes,BLAUSASC,43.76863,7.33352,3(c)(i),Installations for the production of cement clinker in rotary kilns,2024,434000000,C,Calculated: calculation method used,1,434000,POINT (7.33352 43.76863)
CO2,IT.CAED/120172001.FACILITY,BUZZI UNICEM SPA,BUZZI UNICEM SPA,IT,ITC16,Cuneo,ROBILANTE,44.2833,7.5,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,700973360,C,Calculated: calculation method used,1,700973.36,POINT (7.5 44.2833)
CO2,IT.CAED/170142003.FACILITY,ITALIANA COKE SRL,ITALIANA COKE SRL,IT,ITC32,Savona,CAIRO MONTENOTTE,44.3808,8.2897,1(d),Coke ovens,2023,129374000,C,Calculated: calculation method used,1,129374,POINT (8.2897 44.3808)
CO2,IT.CAED/120102003.FACILITY,UNICALCE S.P.A. - STABILIMENTO DI BERNEZZO,UNICALCE S.P.A. - STABILIMENTO DI BERNEZZO,IT,ITC16,Cuneo,Bernezzo,44.3911,7.4175,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,110431000,C,Calculated: calculation method used,1,110431,POINT (7.4175 44.3911)
CO2,IT.CAED/121002002.FACILITY,ENGIE SERVIZI SPA,ENGIE SERVIZI S.p.A,IT,ITC16,Cuneo,Cuneo,44.4378,7.5678,1(c),Thermal power stations and other combustion installations,2023,140766000,C,Calculated: calculation method used,1,140766,POINT (7.5678 44.4378)
CO2,IT.CAED/120392002.FACILITY,SMURFIT KAPPA CARTIERA DI VERZUOLO SRL,SMURFIT KAPPA CARTIERA DI VERZUOLO SRL,IT,ITC16,Cuneo,VERZUOLO,44.5942,7.4847,1(c),Thermal power stations and other combustion installations,2023,180557000,M,Measured: analytical method used,1,180557,POINT (7.4847 44.5942)
CO2,IT.CAED/100241001.FACILITY,Iren Energia S.p.A.,CENTRALE TERMOELETTRICA DI COGENERAZIONE DI MONCALIERI,IT,ITC11,Torino,MONCALIERI,44.9925,7.6763,1(c),Thermal power stations and other combustion installations,2023,1185837000,C,Calculated: calculation method used,1,1185837,POINT (7.6763 44.9925)
CO2,IT.CAED/101511001.FACILITY,Iren Energia S.p.A.,CENTRALE TERMOELETTRICA DI COGENERAZIONE TORINO NORD,IT,ITC11,Torino,TORINO,45.103,7.6105,1(c),Thermal power stations and other combustion installations,2023,654812000,C,Calculated: calculation method used,1,654812,POINT (7.6105 45.103)
CO2,FR.CAED/7420.FACILITY,ZEPHIRE,ZEPHIRE,FR,FRL05,Var,TOULON,43.13648,5.93276,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2024,201000000,E,Estimated,1,201000,POINT (5.93276 43.13648)
CO2,FR.CAED/7659.FACILITY,SOCIÉTÉ ANOMYME,ELECTRICITE DE FRANCE,FR,FRL04,Bouches-du-Rhône,MARTIGUES,43.35307,5.02812,1(c),Thermal power stations and other combustion installations,2024,367000000,C,Calculated: calculation method used,1,367000,POINT (5.02812 43.35307)
CO2,FR.CAED/7783.FACILITY,SNC,LAVERA ENERGIES,FR,FRL04,Bouches-du-Rhône,MARTIGUES,43.38,5,1(c),Thermal power stations and other combustion installations,2024,123000000,E,Estimated,1,123000,POINT (5 43.38)
CO2,FR.CAED/7874.FACILITY,SAS,PETROINEOS MANUFACTURING FRANCE SAS,FR,FRL04,Bouches-du-Rhône,MARTIGUES,43.38403,5.02829,1(a),Mineral oil and gas refineries,2024,1275000064,C,Calculated: calculation method used,1,1275000.064,POINT (5.02829 43.38403)
CO2,FR.CAED/7615.FACILITY,NAPHTACHIMIE,NAPHTACHIMIE,FR,FRL04,Bouches-du-Rhône,MARTIGUES,43.38438,5.01737,4(a)(i),"Chemical installations for the production on an industrial scale of basic organic chemicals: Simple hydrocarbons (linear or cyclic, saturated or unsaturated, aliphatic or aromatic)",2024,1423000064,E,Estimated,1,1423000.064,POINT (5.01737 43.38438)
CO2,FR.CAED/7598.FACILITY,CHAUX DE PROVENCE SACAM,CHAUX DE PROVENCE - SACAM,FR,FRL04,Bouches-du-Rhône,CHATEAUNEUF LES MARTIGUES,43.38636,5.14736,3(c)(iii),Installations for the production of cement clinker or lime in other furnaces,2024,116000000,C,Calculated: calculation method used,1,116000,POINT (5.14736 43.38636)
CO2,FR.CAED/7658.FACILITY,TOTALENERGIES RAFFINAGE FRANCE,TOTALENERGIES RAFFINAGE FRANCE,FR,FRL04,Bouches-du-Rhône,CHATEAUNEUF LES MARTIGUES,43.38846,5.15267,1(a),Mineral oil and gas refineries,2024,217000000,C,Calculated: calculation method used,1,217000,POINT (5.15267 43.38846)
CO2,FR.CAED/30362.FACILITY,IDEX VAR BIOMASSE (IVB),IDEX VAR BIOMASSE (IVB),FR,FRL05,Var,BRIGNOLES,43.39933,6.07663,1(c),Thermal power stations and other combustion installations,2024,179000000,E,Estimated,1,179000,POINT (6.07663 43.39933)
CO2,FR.CAED/7626.FACILITY,LYONDELL CHIMIE FRANCE SAS,LYONDELL CHIMIE FRANCE,FR,FRL04,Bouches-du-Rhône,FOS SUR MER,43.42011,4.8602,4(a)(ii),"Chemical installations for the production on an industrial scale of basic organic chemicals: Oxygen-containing hydrocarbons such as alcohols, aldehydes, ketones, carboxylic acids, esters, acetates, ethers, peroxides, epoxy resins",2024,224000000,C,Calculated: calculation method used,1,224000,POINT (4.8602 43.42011)
CO2,FR.CAED/7945.FACILITY,EVERE,EVERÉ SAS,FR,FRL04,Bouches-du-Rhône,FOS SUR MER,43.42011,4.8602,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2024,312000000,C,Calculated: calculation method used,1,312000,POINT (4.8602 43.42011)
CO2,FR.CAED/7788.FACILITY,LAFARGE CIMENTS,LAFARGE CIMENTS,FR,FRL04,Bouches-du-Rhône,BOUC BEL AIR,43.42341,5.39075,3(c)(i),Installations for the production of cement clinker in rotary kilns,2024,226000000,C,Calculated: calculation method used,1,226000,POINT (5.39075 43.42341)
CO2,FR.CAED/7642.FACILITY,COMPAGNIE INDUSTRIELLE DES FILLERS ET CHAUX,COMPAGNIE INDUSTRIELLE DES FILLERS ET CHAUX,FR,FRL04,Bouches-du-Rhône,FOS SUR MER,43.43069,4.88914,3(c)(iii),Installations for the production of cement clinker or lime in other furnaces,2024,110000000,C,Calculated: calculation method used,1,110000,POINT (4.88914 43.43069)
CO2,FR.CAED/8007.FACILITY,CENTRALE DE COMBIGOLFE,ENGIE FLEXIBLE GENERATION FRANCE,FR,FRL04,Bouches-du-Rhône,FOS SUR MER,43.4368,4.94425,1(c),Thermal power stations and other combustion installations,2024,176000000,C,Calculated: calculation method used,1,176000,POINT (4.94425 43.4368)
CO2,FR.CAED/7646.FACILITY,RHONE ENERGIES FOS SUR MER,RHONE ENERGIES FOS-SUR-MER SAS,FR,FRL04,Bouches-du-Rhône,FOS SUR MER,43.44832,4.93111,1(a),Mineral oil and gas refineries,2024,626000000,C,Calculated: calculation method used,1,626000,POINT (4.93111 43.44832)
CO2,FR.CAED/7624.FACILITY,KEM ONE,KEM ONE,FR,FRL04,Bouches-du-Rhône,FOS SUR MER,43.45583,4.93172,4(a)(vi),Chemical installations for the production on an industrial scale of basic organic chemicals: Halogenic hydrocarbons,2024,116000000,C,Calculated: calculation method used,1,116000,POINT (4.93172 43.45583)
CO2,FR.CAED/7963.FACILITY,CENTRALE DE CYCOFOS,ENGIE FLEXIBLE GENERATION FRANCE,FR,FRL04,Bouches-du-Rhône,FOS SUR MER,43.46265,4.9343,1(c),Thermal power stations and other combustion installations,2024,130000000,C,Calculated: calculation method used,1,130000,POINT (4.9343 43.46265)
CO2,FR.CAED/7652.FACILITY,IMERYS ALUMINATES SA,IMERYS ALUMINATES,FR,FRL04,Bouches-du-Rhône,FOS SUR MER,43.46551,4.93663,3(c)(iii),Installations for the production of cement clinker or lime in other furnaces,2024,140000000,C,Calculated: calculation method used,1,140000,POINT (4.93663 43.46551)
CO2,FR.CAED/7381.FACILITY,GAZEL ENERGIE GENERATION,GAZELENERGIE GENERATION,FR,FRL04,Bouches-du-Rhône,MEYREUIL,43.48744,5.50552,1(c),Thermal power stations and other combustion installations,2023,245000000,C,Calculated: calculation method used,1,245000,POINT (5.50552 43.48744)
CO2,FR.CAED/7633.FACILITY,CD QUARTIERS OUEST BERRE L'ETANG,BASELL POLYOLEFINES FRANCE,FR,FRL04,Bouches-du-Rhône,BERRE L ETANG,43.50295,5.16206,1(c),Thermal power stations and other combustion installations,2024,814000000,C,Calculated: calculation method used,1,814000,POINT (5.16206 43.50295)
CO2,FR.CAED/30364.FACILITY,LYONDELL BASELL SERVICES FRANCE SAS,LYONDELLBASELL SERVICES FRANCE SAS,FR,FRL04,Bouches-du-Rhône,BERRE L ETANG,43.50295,5.16206,1(c),Thermal power stations and other combustion installations,2024,121000000,E,Estimated,1,121000,POINT (5.16206 43.50295)
CO2,FR.CAED/7494.FACILITY,SUEZ RV ENERGIE,SUEZ RV ENERGIE,FR,FRL06,Vaucluse,VEDENE,43.97171,4.89041,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2024,195000000,M,Measured: analytical method used,1,195000,POINT (4.89041 43.97171)
CO2,FR.CAED/5760.FACILITY,DROME ENERGIE SERVICES,DROME ENERGIE SERVICES,FR,FRK23,Drôme,PIERRELATTE,44.33877,4.70818,1(c),Thermal power stations and other combustion installations,2024,125000000,C,Calculated: calculation method used,1,125000,POINT (4.70818 44.33877)
CO2,FR.CAED/5246.FACILITY,GRENOBLE ALPES MÉTROPOLE,METROPOLE GRENOBLE-ALPES-METROPOLE (METRO),FR,FRK24,Isère,LA TRONCHE,45.22186,5.7488,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2024,186000000,E,Estimated,1,186000,POINT (5.7488 45.22186)
CO2,FR.CAED/5217.FACILITY,SA,VICAT,FR,FRK24,Isère,ST EGREVE,45.2344,5.66991,3(c)(i),Installations for the production of cement clinker in rotary kilns,2024,146000000,C,Calculated: calculation method used,1,146000,POINT (5.66991 45.2344)
CO2,IT.CAED/270581001.FACILITY,Voghera Energia S.p.A.,Voghera Energia S.p.A.,IT,ITC48,Pavia,VOGHERA,45.0286,8.9733,1(c),Thermal power stations and other combustion installations,2023,878076800,C,Calculated: calculation method used,1,878076.8,POINT (8.9733 45.0286)
CO2,IT.CAED/291222003.FACILITY,INDUSTRIA CEMENTI GIOVANNI ROSSI S.P.A.,INDUSTRIA CEMENTI GIOVANNI ROSSI S.P.A.,IT,ITH51,Piacenza,PIACENZA,45.0497,9.7186,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,330208000,C,Calculated: calculation method used,1,330208,POINT (9.7186 45.0497)
CO2,IT.CAED/291211001.FACILITY,A2A gencogas S.p.A.,Centrale Termoelettrica di Piacenza,IT,ITH51,Piacenza,PIACENZA,45.0545,9.7104,1(c),Thermal power stations and other combustion installations,2023,395934246.7,E,Estimated,1,395934.24669999996,POINT (9.7104 45.0545)
CO2,IT.CAED/291222006.FACILITY,IREN AMBIENTE SPA,IREN AMBIENTE S.p.A. (CENTRO STOCCAGGIO E TRATTAMENTO RIFIUTI),IT,ITH51,Piacenza,PIACENZA,45.0585,9.7325,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2023,111487000,M,Measured: analytical method used,1,111487,POINT (9.7325 45.0585)
CO2,IT.CAED/290151001.FACILITY,Enel Produzione S.p.A.,ENEL PRODUZIONE S.P.A. - POWER PLANT NORTH C.LE LA CASELLA,IT,ITH51,Piacenza,CASTEL SAN GIOVANNI,45.0899,9.4794,1(c),Thermal power stations and other combustion installations,2023,1042493904,C,Calculated: calculation method used,1,1042493.904,POINT (9.4794 45.0899)
CO2,IT.CAED/270391001.FACILITY,Eni S.p.A.,RAFFINERIA DI SANNAZZARO DE' BURGONDI,IT,ITC48,Pavia,SANNAZZARO DE' BURGONDI,45.0997,8.8768,1(a),Mineral oil and gas refineries,2023,1627809000,C,Calculated: calculation method used,1,1627809,POINT (8.8768 45.0997)
CO2,IT.CAED/270321001.FACILITY,Enipower S.p.A.,stabilimento di Ferrera Erbognone,IT,ITC48,Pavia,FERRERA ERBOGNONE,45.1002,8.8666,1(c),Thermal power stations and other combustion installations,2023,2206461000,C,Calculated: calculation method used,1,2206461,POINT (8.8666 45.1002)
CO2,IT.CAED/268211001.FACILITY,Sorgenia Power S.p.A.,CENTRALE A CICLO COMBINATO DI TURANO LODIGIANO E BERTONICO,IT,ITC49,Lodi,BERTONICO,45.2219,9.6491,1(c),Thermal power stations and other combustion installations,2023,474170591.3,C,Calculated: calculation method used,1,474170.59130000003,POINT (9.6491 45.2219)
CO2,IT.CAED/270202001.FACILITY,A2A AMBIENTE (ex LOMELLINA ENERGIA),LOMELLINA ENERGIA,IT,ITC48,Pavia,Parona,45.2804,8.7776,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2023,254107000,M,Measured: analytical method used,1,254107,POINT (8.7776 45.2804)
CO2,IT.CAED/268361001.FACILITY,EP Produzione S.p.A.,centrale di Tavazzano e  Montanaso,IT,ITC49,Lodi,MONTANASO LOMBARDO,45.3345,9.4359,1(c),Thermal power stations and other combustion installations,2023,1252899770,C,Calculated: calculation method used,1,1252899.77,POINT (9.4359 45.3345)
CO2,IT.CAED/200972003.FACILITY,Enipower spa,Centrale di Cogenerazione,IT,ITC4C,Milano,SAN DONATO MILANESE,45.4172,9.2828,1(c),Thermal power stations and other combustion installations,2023,118706000,E,Estimated,1,118706,POINT (9.2828 45.4172)
CO2,IT.CAED/280691001.FACILITY,S.A.R.P.O.M. SOCIETA' A RESPONSABILITA' LIMITATA RAFFINERIA PADANA OLII MINERALI,RAFFINERIA SARPOM DI TRECATE,IT,ITC15,Novara,TRECATE,45.4372,8.7858,1(a),Mineral oil and gas refineries,2023,947336807.6,M,Measured: analytical method used,1,947336.8076000001,POINT (8.7858 45.4372)
CO2,IT.CAED/201532001.FACILITY,A2A Ambiente S.p.A.,Impianto di termovalorizzazione Silla 2,IT,ITC4C,Milano,Milano,45.5042,9.0706,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2023,277838329,C,Calculated: calculation method used,1,277838.329,POINT (9.0706 45.5042)
CO2,IT.CAED/200621001.FACILITY,A2A gencogas S.p.A.,CENTRALE TERMOELETTRICA DI CASSANO D'ADDA,IT,ITC4C,Milano,CASSANO D'ADDA,45.5119,9.5102,1(c),Thermal power stations and other combustion installations,2023,463159000,E,Estimated,1,463159,POINT (9.5102 45.5119)
CO2,IT.CAED/200291001.FACILITY,Iren Energia S.p.A.,IREN ENERGIA S.P.A. - Turbigo,IT,ITC4C,Milano,TURBIGO,45.5212,8.739,1(c),Thermal power stations and other combustion installations,2023,954808000,C,Calculated: calculation method used,1,954808,POINT (8.739 45.5212)
CO2,IT.CAED/200562001.FACILITY,A2A TREZZO (ex PRIMA),IMPIANTO DI TERMOVALORIZZAZIONE RIFIUTI SOLIDI URBANI E NON PERICOLOSI,IT,ITC4C,Milano,Trezzo sull'Adda,45.5936,9.5078,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2023,172066000,M,Measured: analytical method used,1,172066,POINT (9.5078 45.5936)
CO2,IT.CAED/208322001.FACILITY,Brianza Energia Ambiente S.p.A.,Brianza Energia Ambiente S.p.A.,IT,ITC4D,Monza e della Brianza,Desio,45.6164,9.1825,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2023,101151278,M,Measured: analytical method used,1,101151.278,POINT (9.1825 45.6164)
CO2,IT.CAED/210102002.FACILITY,A2A Airport Energy S.P.A.,Centrale di Cogenerazione di Malpensa,IT,ITC41,Varese,FERNO,45.6203,8.7397,1(c),Thermal power stations and other combustion installations,2023,122997000,E,Estimated,1,122997,POINT (8.7397 45.6203)
CO2,IT.CAED/240442001.FACILITY,REA Dalmine SpA,REA Dalmine SpA,IT,ITC46,Bergamo,Dalmine,45.6356,9.6097,5(b),Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste,2023,199521300,C,Calculated: calculation method used,1,199521.3,POINT (9.6097 45.6356)
CO2,IT.CAED/240332003.FACILITY,Italcementi S.p.A.,HEIDELBERG MATERIALS ITALIA CEMENTI S.p.A  (EX   ITALCEMENTI CEMENTERIA DI CALUSCO D`ADDA),IT,ITC46,Bergamo,CALUSCO D'ADDA,45.6847,9.4667,3(c),"Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.",2023,722839000,C,Calculated: calculation method used,1,722839,POINT (9.4667 45.6847)
CO2,IT.CAED/100401001.FACILITY,ENGIE Produzione S.p.A.,CENTRALE DI LEINI',IT,ITC11,Torino,LEINI',45.1622,7.7516,1(c),Thermal power stations and other combustion installations,2023,870829589,C,Calculated: calculation method used,1,870829.589,POINT (7.7516 45.1622)
CO2,IT.CAED/100341001.FACILITY,A2A gencogas S.p.A.,CENTRALE TERMOELETTRICA DI CHIVASSO,IT,ITC11,Torino,CHIVASSO,45.1854,7.9005,1(c),Thermal power stations and other combustion installations,2023,513299400,C,Calculated: calculation method used,1,513299.4,POINT (7.9005 45.1854)
CO2,IT.CAED/130442002.FACILITY,CONFIDENTIAL,CONFIDENTIAL,IT,ITC12,Vercelli,CONFIDENTIAL,45.2017,8.0573,4(a),"Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.",2023,224924200,C,Calculated: calculation method used,1,224924.2,POINT (8.0573 45.2017)
CO2,IT.CAED/130461001.FACILITY,EP Produzione Centrale Livorno Ferraris S.p.A.,CENTRALE DI LIVORNO FERRARIS,IT,ITC12,Vercelli,LIVORNO FERRARIS,45.2377,8.1927,1(c),Thermal power stations and other combustion installations,2023,1226922000,C,Calculated: calculation method used,1,1226922,POINT (8.1927 45.2377)
