DATA_SOURCE,COUNTRY_CODE,SOURCE_ID,GROUP,CONFIDENCE_TIER,RESERVOIR_CAT,NAME,STATUS,TYPE,lat,lon,x,y,PROJECTION,EPSG,TOTAL_CAPACITY_LOW_MT,TOTAL_CAPACITY_BASE_MT,TOTAL_CAPACITY_HIGH_MT,REMAINING_CAPACITY_MT,AVAILABLE_CAPACITY_MT,REMAINING_RATIO,PHASE1_YR,PHASE1_MTPA,PHASE2_YR,PHASE2_MTPA,PHASE3_YR,PHASE3_MTPA,PHASE4_YR,PHASE4_MTPA,TERMINAL,CURRENT_PRESSURE_MIN_BAR,CURRENT_PRESSURE_MEAN_BAR,CURRENT_PRESSURE_MAX_BAR,LIMIT_PRESSURE_MIN_BAR,LIMIT_PRESSURE_MEAN_BAR,LIMIT_PRESSURE_MAX_BAR,APPROX_DEPTH_mTVD,RESERVOIR_THICK_MIN_M,RESERVOIR_THICK_MEAN_M,RESERVOIR_THICK_MAX_M,MIN_SEAL_THICKNESS_M,REGION
CO2StoP,NO,NO_F_20121106105012282,,5,4.0,Statfjord,,Saline Aquifer without hydrocarbon fields,60.15948183545713,3.90240383311921,550093.0,6669671.0,ED_1950_UTM_Zone_31N,23031.0,,3590.0,,,,,,,,,,,,,,,,,,,,2400.0,,,,,
CO2StoP,NO,NO_F_20121106131137919,,5,4.0,Gassum,,Saline Aquifer without hydrocarbon fields,57.48754832437794,7.226409164249907,753294.0,6379687.0,ED_1950_UTM_Zone_31N,23031.0,,2850.0,,,,,,,,,,,,,,,,,,,,1700.0,,,,,
CO2StoP,NO,NO_F_20121106131503819,,5,4.0,Johansen and Cook,,Saline Aquifer without hydrocarbon fields,60.75021192421284,3.627712819272034,534218.0,6735288.0,ED_1950_UTM_Zone_31N,23031.0,,1780.0,,,,,,,,,,,,,,,,,,,,1700.0,,,,,
CO2StoP,NO,NO_F_20121106132028120,,5,4.0,Fiskebank,,Saline Aquifer without hydrocarbon fields,56.93975716616058,5.702059953220389,664393.0,6314071.0,ED_1950_UTM_Zone_31N,23031.0,,960.0,,,,,,,,,,,,,,,,,,,,1600.0,,,,,
CO2StoP,NO,NO_F_20121107102744460,,5,4.0,Hugin,,Saline Aquifer without hydrocarbon fields,59.78241139267964,3.100505222418764,505643.0,6627338.0,ED_1950_UTM_Zone_31N,23031.0,,90.0,,,,,,,,,,,,,,,,,,,,1700.0,,,,,
CO2StoP,RO,RO_F_20121018105236206,,5,,Meotian Formation from Getic Depression,,Saline Aquifer with hydrocarbon fields,44.89925120852266,24.02716542227152,265284.403,4976058.665,UTM35N,32635.0,335.0,400.0,1343.0,,,,,,,,,,,,,78.0,,,93.6,,,,,,,,
CO2StoP,RO,RO_F_20121018105421026,,5,,Meotian Formation from Mio-Pliocene Subzone in Muntenia,,Saline Aquifer with hydrocarbon fields,45.08215985534731,26.081794750439684,427734.885,4992487.439,UTM35N,32635.0,994.3,1000.0,2485.6,,,,,,,,,,,,,100.0,,,120.0,,,,,,,,
CO2StoP,RO,RO_F_20121018110000024,,5,,Middle Devonian Formation from Moesian Platform,,Saline Aquifer with hydrocarbon fields,44.3532696197757,25.665158160355983,393617.051,4911977.333,UTM35N,32635.0,1674.8,1800.0,6699.4,,,,,,,,,,,,,400.0,,,480.0,,,,,,,,
CO2StoP,RO,RO_F_20121018110105635,,5,,Middle Jurassic Formation from Moesian Platform,,Saline Aquifer with hydrocarbon fields,44.32163175655995,25.534494526319534,383140.66,4908641.088,UTM35N,32635.0,1325.0,1500.0,2208.0,,,,,,,,,,,,,100.0,,,120.0,,,,,,,,
CO2StoP,RO,RO_F_20121018110153285,,5,,Miocene Formation from Pannonian Depression,,Saline Aquifer with hydrocarbon fields,46.550677572933445,21.86650903175559,106492.026,5168049.22,UTM35N,32635.0,2194.4,2400.0,4388.8,,,,,,,,,,,,,97.0,100.0,233.0,116.4,,,167.0,,,,,
CO2StoP,RO,RO_F_20121018110221773,,5,,Pliocene Formation from Pannonian Depression,,Saline Aquifer with hydrocarbon fields,46.41924320115881,21.59765455294524,84884.895,5154827.448,UTM35N,32635.0,676.4,800.0,2705.6,,,,,,,,,,,,,85.0,42.5,100.0,102.0,,,85.0,,,,,
CO2StoP,RO,RO_F_20121018110322201,,5,,Pontian Formation from Moesian Platform,,Saline Aquifer with hydrocarbon fields,44.5486947182055,25.588494621131645,387881.738,4933787.013,UTM35N,32635.0,1355.7,1500.0,12906.3,,,,,,,,,,,,,189.0,,200.0,240.0,,,,,,,,
CO2StoP,RO,RO_F_20121018110406427,,5,,Sarmatian Formation from Moesian Platform,,Saline Aquifer with hydrocarbon fields,44.51953286829627,25.45400318371485,377137.498,4930741.208,UTM35N,32635.0,912.4,1000.0,1459.8,,,,,,,,,,,,,90.0,,,108.0,,,,,,,,
CO2StoP,RO,RO_F_20121018110532335,,5,,Sarmatian Formation from North-Dobroudjan Promontory,,Saline Aquifer with hydrocarbon fields,45.92123490084516,27.66500285070773,551565.69,5085511.19,UTM35N,32635.0,6319.8,800.0,1239.6,,,,,,,,,,,,,105.0,,,126.0,,,,,,,,
CO2StoP,RO,RO_F_20121018110912872,,5,,Sarmatian Formation from Getic Depression,,Saline Aquifer with hydrocarbon fields,44.734537900337486,23.60639282993617,231298.029,4959065.638,UTM35N,32635.0,810.2,1000.0,3240.6,,,,,,,,,,,,,110.0,,,132.0,,,,,,,,
CO2StoP,RO,RO_F_20121018110957022,,5,,Sarmatian Formation  from Transylvanian Depression,,Saline Aquifer with hydrocarbon fields,46.376037411171204,24.583282154545866,314142.252,5138667.447,UTM35N,32635.0,2696.8,3000.0,5393.5,,,,,,,,,,,,,107.0,,,128.4,,,107.5,,,,,
CO2StoP,RO,RO_F_20121018111058243,,5,,Upper Burdigalian from Mio-Pliocene Subzone in Muntenia,aproximated polygon; real areal extent unknown so far,Saline Aquifer with hydrocarbon fields,45.03085247152876,25.954547892005465,417646.612,4986909.317,UTM35N,32635.0,234.4,300.0,937.7,,,,,,,,,,,,,100.0,,,120.0,,,,,,,,
CO2StoP,RO,RO_F_20121018112250180,,5,4.0,Silurian Formation from Moldavian Platform,,Saline Aquifer without hydrocarbon fields,47.077551703370204,27.128244647118628,509735.756,5213790.187,UTM35N,32635.0,1234.9,1400.0,4939.8,,,,,,,,,,,,,300.0,,,360.0,,,,,,,,
CO2StoP,RO,RO_F_20121018120046907,,5,,Sarmatian Formation from Moldavian Platform,,Saline Aquifer with hydrocarbon fields,47.20406460569248,27.044431703145666,503365.063,5227842.433,UTM35N,32635.0,603.2,700.0,2412.8,,,,,,,,,,,,,150.0,,,216.0,,,,,,,,
CO2StoP,RO,RO_F_20121018123247776,,5,4.0,Burdigalian Formation from Miocene Subzone in Moldavia,polygon aproximated; real areal extent unknown,Saline Aquifer without hydrocarbon fields,47.08856942828337,26.31876867425356,448294.731,5215231.719,UTM35N,32635.0,242.3,400.0,969.3,,,,,,,,,,,,,100.0,,,120.0,,,,,,,,
CO2StoP,SK,SK_F_20121005094655531,,5,,TransCarpathian basin Sarmathian,,Saline Aquifer with hydrocarbon fields,51.356530035373346,-66.07414335361415,127177.0,5711322.0,Lambert conformal conic,3035.0,900.0,1500.0,2939.0,,,,,,,,,,,,,95.0,110.0,126.0,117.0,126.0,135.0,1100.0,,,,,
CO2StoP,SK,SK_F_20121005103339437,,5,4.0,TransCarpathian Basin Pannonian,,Saline Aquifer without hydrocarbon fields,51.44354532861317,-65.94464681304821,139214.0,5708446.0,LAMBERT CONFORMAL CONIC - Project Projection,3035.0,51.0,223.0,519.0,,,,,,,,,,,,,68.0,75.0,82.0,75.0,82.0,90.0,750.0,,,,,
CO2StoP,SK,SK_F_20121024131353671,,5,4.0,Senne,"Private data, producing gas deposit",Saline Aquifer with hydrocarbon fields,51.504630030034384,-65.98719965345592,144164.013514,5714728.07958,LAMBERT CONFORMAL CONIC - Project Projection,3035.0,10.0,15.2,20.0,,,,,,,,,,,,,330.0,336.0,341.0,336.0,341.0,346.0,1900.0,,,,,
CO2StoP,SK,SK_F_20121025074735609,,5,4.0,Zavod - Mesozoic,"Producing gas, private company, data are not available",Saline Aquifer with hydrocarbon fields,48.57753273154539,-68.49047052417137,-211753.132929,5704069.02805,LAMBERT CONFORMAL CONIC - Project Projection,3035.0,15.5,18.8,20.2,,,,,,,,,,,,,90.0,100.0,120.0,100.0,120.0,130.0,1000.0,,,,,
